Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung
01.01.2024 16:40:09,48.86,16810,19.7,15.45,13.71,193.1,0.78,0.02,164,40,993.6
01.01.2024 16:40:10,98.26,16811,8.93,81.17,8.16,273.35,0.27,0.72,355,96,978.6
01.01.2024 16:40:11,76.79,16812,69.43,3.98,3.38,837.66,0.77,0.29,624,69,79.9
01.01.2024 16:40:12,89.76,16813,5.6,19.14,65.02,38.75,0.38,0.17,532,40,919.4
01.01.2024 16:40:13,31.14,16814,21.04,5.81,4.29,741.8,0.98,0.09,658,85,338.8
01.01.2024 16:40:14,58.33,16815,43.12,5.11,10.1,607.71,0.19,0.54,970,35,630.3
01.01.2024 16:40:15,60.35,16816,34.02,23.19,3.14,458.4,0.16,0.51,982,96,353.6
01.01.2024 16:40:16,80.2,16817,28.57,0.22,51.41,940.46,0.73,0.42,687,91,695.8
01.01.2024 16:40:17,8.95,16818,7.53,0.9,0.52,405.72,0.13,0.14,234,84,939.1
01.01.2024 16:40:18,90.72,16819,75.69,13.43,1.6,188.23,0.99,0.72,272,84,11.8
01.01.2024 16:40:19,30.61,16820,4.53,7.03,19.05,776.93,0.85,0.55,268,19,149.7
01.01.2024 16:40:20,21.66,16821,10.72,7.99,2.95,352.58,0.47,0.08,215,41,334.7
01.01.2024 16:40:21,49.79,16822,33.12,3.83,12.84,751.87,0.36,0.43,435,4,46.0
01.01.2024 16:40:22,41.52,16823,41.21,0.22,0.09,132.44,0.73,0.02,944,35,419.5
01.01.2024 16:40:23,49.94,16824,16.23,12.45,21.26,329.34,0.01,0.99,572,69,771.7
01.01.2024 16:40:24,6.65,16825,5.75,0.11,0.79,161.04,0.93,0.23,88,84,34.6
01.01.2024 16:40:25,14.67,16826,13.57,0.3,0.8,846.73,0.77,0.13,964,27,129.1
01.01.2024 16:40:26,72.13,16827,1.8,23.77,46.56,574.44,0.97,0.31,279,72,161.1
01.01.2024 16:40:27,92.17,16828,13.15,59.3,19.72,521.89,0.66,0.97,717,7,235.6
01.01.2024 16:40:28,15.65,16829,4.36,3.24,8.05,310.52,0.92,0.92,729,49,14.7
01.01.2024 16:40:29,86.88,16830,73.51,12.33,1.04,566.08,0.66,0.63,838,7,541.0
01.01.2024 16:40:30,21.19,16831,1.6,7.07,12.52,765.04,0.83,0.05,647,29,88.8
01.01.2024 16:40:31,5.45,16832,3.81,0.42,1.22,271.6,0.18,0.54,685,51,910.8
01.01.2024 16:40:32,33.7,16833,25.08,0.79,7.83,996.05,0.46,0.79,68,19,783.2
01.01.2024 16:40:33,60.56,16834,6.15,34.31,20.1,989.6,0.92,0.96,695,71,299.8
01.01.2024 16:40:34,98.56,16835,75.44,15.15,7.97,528.75,0.03,0.56,774,23,515.6
01.01.2024 16:40:35,22.26,16836,12.99,4.05,5.22,316.2,0.23,0.09,199,68,297.4
01.01.2024 16:40:36,63.82,16837,38.27,21.02,4.53,163.97,0.03,0.98,688,16,477.7
01.01.2024 16:40:37,7.53,16838,6.88,0.23,0.42,19.53,0.32,0.2,324,96,312.8
01.01.2024 16:40:38,62.65,16839,45.1,8.83,8.72,733.36,0.81,0.6,716,45,744.6
01.01.2024 16:40:39,46.19,16840,10.15,14.23,21.81,616.8,0.81,0.44,412,0,552.3
01.01.2024 16:40:40,81.55,16841,19.86,11.38,50.31,958.89,0.33,0.25,285,23,142.0
01.01.2024 16:40:41,53.53,16842,22.61,13.83,17.09,687.86,0.29,0.03,875,75,841.2
01.01.2024 16:40:42,96.11,16843,37.02,39.4,19.69,573.85,0.24,0.8,853,45,748.7
01.01.2024 16:40:43,61.55,16844,44.28,10.75,6.52,395.44,0.46,0.79,161,62,372.5
01.01.2024 16:40:44,92.87,16845,50.09,5.37,37.41,315.79,0.59,0.86,266,95,45.8
01.01.2024 16:40:45,66.26,16846,36.51,16.24,13.51,123.72,0.39,0.88,199,44,725.6
01.01.2024 16:40:46,41.93,16847,35.67,4.48,1.78,324.96,0.61,0.7,73,98,533.4
01.01.2024 16:40:47,62.03,16848,30.37,3.39,28.27,87.88,0.24,0.62,146,97,187.9
01.01.2024 16:40:48,48.43,16849,1.3,39.58,7.55,679.99,0.48,0.19,860,0,629.6
01.01.2024 16:40:49,24.12,16850,6.55,6.88,10.69,628.88,0.97,0.33,162,75,861.4
01.01.2024 16:40:50,1.77,16851,0.13,1.48,0.16,805.89,0.2,0.94,7,60,776.1
01.01.2024 16:40:51,46.7,16852,5.6,17.04,24.06,760.05,0.61,0.8,99,37,181.4
01.01.2024 16:40:52,31.24,16853,10.87,14.59,5.78,542.66,0.83,0.11,884,61,64.7
01.01.2024 16:40:53,71.38,16854,70.14,0.41,0.83,9.64,0.73,0.21,726,89,646.9
01.01.2024 16:40:54,25.44,16855,4.68,14.47,6.29,725.5,0.88,0.75,994,2,819.4
01.01.2024 16:40:55,89.1,16856,35.25,3.28,50.57,723.65,0.08,0.54,716,33,182.0
01.01.2024 16:40:56,34.92,16857,16.85,0.94,17.13,550.83,0.06,0.95,266,21,403.2
01.01.2024 16:40:57,88.44,16858,68.53,7.89,12.02,425.48,0.56,0.06,837,65,539.8
01.01.2024 16:40:58,96.77,16859,38.73,52.13,5.91,683.71,0.68,0.14,695,61,526.1
01.01.2024 16:40:59,48.41,16860,8.92,8.39,31.1,473.58,0.42,0.11,125,40,160.9
01.01.2024 16:41:00,99.75,16861,43.17,46.76,9.82,234.93,0.41,0.72,315,20,721.1
01.01.2024 16:41:01,61.64,16862,55.81,5.51,0.32,191.41,0.63,0.1,923,12,731.8
01.01.2024 16:41:02,24.97,16863,3.27,9.98,11.72,247.48,0.02,0.25,704,47,38.8
01.01.2024 16:41:03,76.54,16864,59.61,15.43,1.5,350.07,0.39,0.55,798,88,557.1
01.01.2024 16:41:04,82.02,16865,21.61,48.9,11.51,683.93,0.34,0.53,161,90,390.2
01.01.2024 16:41:05,38.21,16866,14.36,11.21,12.64,13.57,0.85,0.46,363,25,515.6
01.01.2024 16:41:06,14.56,16867,8.04,6.38,0.14,448.45,0.38,0.98,739,14,139.8
01.01.2024 16:41:07,53.37,16868,38.3,7.94,7.13,333.52,0.88,0.19,926,58,358.6
01.01.2024 16:41:08,45.35,16869,8.66,27.28,9.41,774.27,0.3,0.81,422,7,57.9
01.01.2024 16:41:09,5.57,16870,2.53,1.6,1.44,68.49,0.0,0.02,48,98,47.7
01.01.2024 16:41:10,11.16,16871,7.9,2.43,0.83,405.0,0.96,0.8,754,97,265.6
01.01.2024 16:41:11,84.19,16872,14.21,33.41,36.57,862.04,0.3,0.37,366,89,407.2
01.01.2024 16:41:12,66.04,16873,17.67,30.84,17.53,710.42,0.64,0.31,280,30,828.5
01.01.2024 16:41:13,38.49,16874,20.44,3.12,14.93,508.05,0.37,0.05,299,30,781.8
01.01.2024 16:41:14,97.23,16875,44.73,42.53,9.97,976.75,0.82,0.1,317,42,317.9
01.01.2024 16:41:15,39.66,16876,26.31,10.02,3.33,457.91,0.76,0.39,891,56,417.1
01.01.2024 16:41:16,98.29,16877,31.22,55.92,11.15,609.65,0.09,0.6,536,23,583.4
01.01.2024 16:41:17,61.6,16878,22.0,26.84,12.76,138.56,0.25,0.32,947,75,59.3
01.01.2024 16:41:18,62.83,16879,56.48,2.2,4.15,909.72,0.11,0.42,720,9,559.2
01.01.2024 16:41:19,73.47,16880,45.24,17.25,10.98,693.92,0.33,0.22,970,79,472.8
01.01.2024 16:41:20,3.81,16881,2.12,0.08,1.61,319.5,0.3,0.42,468,83,497.3
01.01.2024 16:41:21,37.33,16882,21.05,14.03,2.25,677.21,0.34,0.89,161,47,822.9
01.01.2024 16:41:22,40.93,16883,9.96,20.21,10.76,84.34,0.73,0.04,32,64,231.8
01.01.2024 16:41:23,41.54,16884,9.02,23.0,9.52,128.79,0.03,0.53,388,20,277.0
01.01.2024 16:41:24,90.36,16885,19.7,63.66,7.0,740.29,0.48,0.83,921,99,979.9
01.01.2024 16:41:25,39.4,16886,3.55,8.29,27.56,346.62,0.72,0.72,734,7,171.4
01.01.2024 16:41:26,36.47,16887,30.78,0.07,5.62,447.27,0.83,0.59,2,75,375.9
01.01.2024 16:41:27,48.41,16888,31.06,11.72,5.63,799.48,0.69,0.74,200,8,631.1
01.01.2024 16:41:28,45.74,16889,41.14,3.06,1.54,802.88,0.4,0.54,476,21,12.6
01.01.2024 16:41:29,45.42,16890,33.92,6.95,4.55,643.88,0.34,0.25,127,11,417.5
01.01.2024 16:41:30,34.58,16891,25.12,6.89,2.57,308.64,0.96,0.02,62,22,602.0
01.01.2024 16:41:31,1.83,16892,0.27,0.44,1.12,274.02,0.66,0.23,204,55,799.6
01.01.2024 16:41:32,1.22,16893,0.8,0.17,0.25,823.77,0.23,0.6,477,44,212.4
01.01.2024 16:41:33,21.17,16894,5.7,11.1,4.37,30.47,0.52,0.42,635,3,245.4
01.01.2024 16:41:34,11.96,16895,3.04,2.64,6.28,585.69,0.56,0.82,96,87,271.8
01.01.2024 16:41:35,55.7,16896,3.63,16.8,35.27,881.48,0.76,0.04,79,50,635.9
01.01.2024 16:41:36,14.03,16897,5.65,5.16,3.22,626.55,0.91,0.05,749,21,622.1
01.01.2024 16:41:37,64.62,16898,30.28,28.72,5.62,835.49,0.77,0.36,637,9,268.7
01.01.2024 16:41:38,32.17,16899,7.77,8.13,16.27,388.58,0.29,0.24,709,44,239.3
01.01.2024 16:41:39,62.31,16900,43.65,10.79,7.87,358.48,0.14,0.98,7,97,765.0
01.01.2024 16:41:40,32.44,16901,4.1,17.69,10.65,615.59,0.3,0.73,319,26,757.7
01.01.2024 16:41:41,46.59,16902,5.5,9.12,31.97,940.5,0.59,0.67,692,70,95.6
01.01.2024 16:41:42,47.81,16903,28.87,8.45,10.49,878.65,0.83,0.61,806,33,677.8
01.01.2024 16:41:43,78.27,16904,27.07,6.06,45.14,534.47,0.44,0.55,753,92,557.5
01.01.2024 16:41:44,90.06,16905,32.37,44.74,12.95,147.5,0.92,0.18,447,93,989.1
01.01.2024 16:41:45,72.96,16906,4.18,38.99,29.79,737.75,0.59,0.53,209,44,597.7
01.01.2024 16:41:46,85.73,16907,35.57,21.57,28.59,44.31,0.54,0.19,224,39,87.5
01.01.2024 16:41:47,25.91,16908,3.84,17.96,4.11,721.54,0.16,0.5,636,3,75.3
01.01.2024 16:41:48,77.7,16909,36.45,41.07,0.18,24.05,0.14,0.64,631,7,317.9
01.01.2024 16:41:49,2.0,16910,0.84,0.65,0.51,148.9,0.64,0.84,549,76,42.3
01.01.2024 16:41:50,69.53,16911,64.6,4.18,0.75,86.57,0.65,0.28,143,51,176.9
01.01.2024 16:41:51,36.29,16912,13.76,18.79,3.74,445.28,0.55,0.45,662,92,641.2
01.01.2024 16:41:52,73.08,16913,10.33,1.83,60.92,956.48,0.77,0.34,951,25,871.3
01.01.2024 16:41:53,92.92,16914,56.74,6.5,29.68,966.4,0.68,0.48,860,87,415.1
01.01.2024 16:41:54,25.46,16915,22.54,2.73,0.19,0.26,0.41,0.54,121,46,307.2
01.01.2024 16:41:55,3.48,16916,2.12,0.12,1.24,529.59,0.4,0.17,119,16,627.6
01.01.2024 16:41:56,32.73,16917,30.99,0.32,1.42,293.3,0.92,0.39,640,2,128.9
01.01.2024 16:41:57,55.63,16918,49.97,0.44,5.22,238.17,0.11,0.46,395,49,166.9
01.01.2024 16:41:58,2.22,16919,1.35,0.02,0.85,849.67,0.92,0.01,291,86,332.7
01.01.2024 16:41:59,41.99,16920,15.8,15.05,11.14,597.26,0.12,0.21,164,20,449.5
01.01.2024 16:42:00,38.84,16921,15.84,0.44,22.56,476.41,0.74,0.39,130,4,707.6
01.01.2024 16:42:01,50.73,16922,37.17,4.69,8.87,405.43,0.78,0.06,232,56,687.2
01.01.2024 16:42:02,46.21,16923,17.25,16.93,12.03,900.47,0.52,0.33,218,76,259.7
01.01.2024 16:42:03,28.86,16924,4.27,21.18,3.41,781.7,0.88,0.72,199,97,242.8
01.01.2024 16:42:04,81.17,16925,10.12,19.81,51.24,272.08,0.87,0.52,601,6,34.9
01.01.2024 16:42:05,13.69,16926,4.89,0.69,8.11,729.69,0.31,0.89,748,16,349.0
01.01.2024 16:42:06,86.85,16927,9.33,57.03,20.49,891.67,0.29,0.78,380,43,347.4
01.01.2024 16:42:07,40.07,16928,22.19,16.28,1.6,755.22,0.57,0.62,960,33,41.3
01.01.2024 16:42:08,35.04,16929,16.33,5.44,13.27,991.57,0.8,0.44,204,39,189.9
01.01.2024 16:42:09,69.65,16930,26.42,34.43,8.8,78.79,0.61,0.4,579,17,681.9
01.01.2024 16:42:10,1.93,16931,1.42,0.08,0.43,843.17,0.44,0.81,979,54,438.7
01.01.2024 16:42:11,54.03,16932,1.1,52.28,0.65,716.99,0.84,0.6,504,65,515.2
01.01.2024 16:42:12,79.38,16933,51.15,17.9,10.33,0.96,0.04,0.65,563,28,662.2
01.01.2024 16:42:13,62.17,16934,7.0,37.8,17.37,188.48,0.45,0.1,999,18,693.4
01.01.2024 16:42:14,32.19,16935,9.19,11.05,11.95,251.66,0.76,0.71,651,7,409.2
01.01.2024 16:42:15,88.01,16936,4.84,80.95,2.22,209.67,0.99,0.32,682,76,589.0
01.01.2024 16:42:16,50.15,16937,27.57,14.35,8.23,789.76,0.74,0.67,674,72,437.9
01.01.2024 16:42:17,29.96,16938,28.09,1.71,0.16,469.44,0.67,0.21,725,71,421.0
01.01.2024 16:42:18,85.54,16939,33.06,42.67,9.81,473.66,0.65,0.55,979,90,423.4
01.01.2024 16:42:19,5.12,16940,4.5,0.46,0.16,945.31,0.87,0.47,369,10,821.7
01.01.2024 16:42:20,56.29,16941,35.43,10.59,10.27,640.03,0.51,0.98,159,31,685.0
01.01.2024 16:42:21,95.45,16942,80.99,10.15,4.31,263.55,0.97,0.06,202,76,192.5
01.01.2024 16:42:22,28.81,16943,1.88,9.95,16.98,514.61,0.69,0.79,921,92,970.1
01.01.2024 16:42:23,40.08,16944,34.14,1.73,4.21,73.93,0.55,0.43,919,74,73.5
01.01.2024 16:42:24,45.98,16945,17.0,7.05,21.93,133.3,0.97,0.34,404,52,213.6
01.01.2024 16:42:25,78.09,16946,23.8,49.44,4.85,271.76,0.91,0.2,452,73,57.8
01.01.2024 16:42:26,16.08,16947,9.48,2.68,3.92,108.99,0.42,0.49,753,89,99.3
01.01.2024 16:42:27,52.5,16948,2.61,41.86,8.03,784.33,0.54,0.32,625,22,305.4
01.01.2024 16:42:28,62.84,16949,12.51,24.44,25.89,464.46,0.92,0.18,897,15,173.6
01.01.2024 16:42:29,89.12,16950,18.0,16.42,54.7,6.91,0.14,0.77,905,10,125.8
01.01.2024 16:42:30,59.18,16951,34.15,21.41,3.62,771.47,0.29,0.99,9,74,766.6
01.01.2024 16:42:31,68.41,16952,55.89,2.59,9.93,283.97,0.95,0.06,733,7,203.8
01.01.2024 16:42:32,63.88,16953,3.43,50.82,9.63,678.92,0.47,0.74,908,9,172.6
01.01.2024 16:42:33,19.54,16954,13.11,0.65,5.78,890.41,0.04,0.0,765,37,823.3
01.01.2024 16:42:34,14.81,16955,3.36,4.91,6.54,391.88,0.31,0.59,99,76,613.2
01.01.2024 16:42:35,96.11,16956,47.52,21.49,27.1,841.05,0.71,0.0,441,59,731.4
01.01.2024 16:42:36,29.54,16957,18.53,3.31,7.7,113.1,0.35,0.1,46,10,387.5
01.01.2024 16:42:37,0.14,16958,0.11,0.02,0.01,552.4,0.3,0.65,243,14,245.3
01.01.2024 16:42:38,62.25,16959,48.51,10.4,3.34,222.58,0.58,0.49,7,87,815.0
01.01.2024 16:42:39,42.1,16960,7.76,19.7,14.64,783.28,0.71,0.96,312,46,454.9
01.01.2024 16:42:40,59.01,16961,3.76,3.82,51.43,349.85,0.9,0.12,143,98,119.0
01.01.2024 16:42:41,8.54,16962,0.38,1.95,6.21,754.27,0.87,0.26,695,38,201.8
01.01.2024 16:42:42,21.58,16963,19.38,0.62,1.58,876.49,0.33,0.92,307,94,626.3
01.01.2024 16:42:43,44.7,16964,38.87,2.32,3.51,204.53,0.44,0.89,122,73,229.9
01.01.2024 16:42:44,71.34,16965,41.41,26.34,3.59,329.37,0.06,0.29,374,47,946.7
01.01.2024 16:42:45,61.24,16966,56.67,3.12,1.45,511.86,0.93,0.66,162,70,520.4
01.01.2024 16:42:46,91.74,16967,3.56,81.11,7.07,268.91,0.1,0.8,332,16,996.5
01.01.2024 16:42:47,19.55,16968,1.47,12.37,5.71,19.16,0.29,0.04,506,22,919.3
01.01.2024 16:42:48,37.98,16969,10.18,14.95,12.85,598.35,0.16,0.89,818,75,983.0
01.01.2024 16:42:49,9.6,16970,8.53,0.94,0.13,506.18,0.09,0.8,247,42,920.0
01.01.2024 16:42:50,90.5,16971,66.9,16.73,6.87,955.78,0.21,0.62,221,78,87.4
01.01.2024 16:42:51,83.38,16972,49.31,19.56,14.51,732.14,0.31,0.65,770,72,685.5
01.01.2024 16:42:52,19.16,16973,11.86,0.79,6.51,11.82,1.0,0.57,316,57,604.0
01.01.2024 16:42:53,67.28,16974,3.63,48.56,15.09,199.24,0.66,0.84,996,15,259.8
01.01.2024 16:42:54,1.21,16975,1.01,0.09,0.11,164.62,0.91,0.18,934,16,614.9
01.01.2024 16:42:55,48.15,16976,26.44,4.63,17.08,36.14,0.41,0.76,585,78,789.9
01.01.2024 16:42:56,13.55,16977,11.98,0.16,1.41,857.66,0.54,0.97,409,82,144.4
01.01.2024 16:42:57,90.27,16978,55.41,29.67,5.19,846.54,0.41,0.54,458,58,610.2
01.01.2024 16:42:58,92.77,16979,15.34,22.47,54.96,358.91,0.87,0.3,315,9,430.8
01.01.2024 16:42:59,74.2,16980,0.53,60.44,13.23,138.97,0.03,0.86,172,95,329.0
01.01.2024 16:43:00,57.47,16981,23.11,25.56,8.8,196.92,0.83,0.59,284,26,24.1
01.01.2024 16:43:01,46.04,16982,22.18,18.24,5.62,494.89,0.84,0.9,307,24,28.9
01.01.2024 16:43:02,82.55,16983,36.7,19.44,26.41,765.84,0.82,0.84,101,48,188.6
01.01.2024 16:43:03,53.22,16984,49.23,2.64,1.35,587.52,0.89,0.75,966,68,673.5
01.01.2024 16:43:04,91.81,16985,0.86,30.67,60.28,133.33,0.86,0.59,334,43,505.1
01.01.2024 16:43:05,78.12,16986,69.02,6.14,2.96,880.63,0.11,0.89,496,21,871.2
01.01.2024 16:43:06,23.05,16987,18.16,1.84,3.05,765.38,0.04,0.75,436,36,428.2
01.01.2024 16:43:07,11.25,16988,6.25,2.4,2.6,855.35,0.98,0.71,690,50,49.4
01.01.2024 16:43:08,55.61,16989,42.7,4.64,8.27,395.42,0.99,0.79,629,7,320.8
01.01.2024 16:43:09,5.13,16990,2.32,1.9,0.91,270.31,0.88,0.98,357,63,763.8
01.01.2024 16:43:10,0.79,16991,0.36,0.22,0.21,842.74,0.08,0.83,624,19,637.5
01.01.2024 16:43:11,48.46,16992,18.04,7.71,22.71,930.9,0.98,0.55,21,1,923.3
01.01.2024 16:43:12,44.17,16993,35.97,5.57,2.63,777.6,0.21,0.05,143,33,788.0
01.01.2024 16:43:13,76.01,16994,2.75,23.94,49.32,415.26,0.12,0.86,688,97,109.5
01.01.2024 16:43:14,40.41,16995,37.14,2.11,1.16,395.69,0.9,0.36,243,68,759.7
01.01.2024 16:43:15,54.63,16996,50.75,2.08,1.8,758.17,0.08,0.86,833,62,276.5
01.01.2024 16:43:16,88.19,16997,17.54,50.69,19.96,822.0,0.36,0.71,804,85,851.1
01.01.2024 16:43:17,0.52,16998,0.16,0.31,0.05,64.67,0.34,0.66,540,58,755.7
01.01.2024 16:43:18,0.97,16999,0.08,0.07,0.82,978.35,0.97,0.12,885,12,411.7
01.01.2024 16:43:19,31.17,17000,17.34,12.39,1.44,107.67,0.52,0.4,6,15,693.5
01.01.2024 16:43:20,56.56,17001,43.32,0.24,13.0,760.3,0.69,0.44,1,86,694.3
01.01.2024 16:43:21,14.97,17002,5.82,0.22,8.93,932.38,0.35,0.07,239,47,768.4
01.01.2024 16:43:22,7.04,17003,5.57,0.12,1.35,331.43,0.38,0.43,935,4,109.8
01.01.2024 16:43:23,37.74,17004,28.33,4.81,4.6,956.27,0.42,0.6,615,50,541.6
01.01.2024 16:43:24,34.74,17005,4.66,26.24,3.84,743.35,0.13,0.83,975,77,273.1
01.01.2024 16:43:25,36.89,17006,10.37,8.72,17.8,30.46,0.77,0.17,303,31,905.2
01.01.2024 16:43:26,25.58,17007,16.11,2.58,6.89,910.17,0.27,0.58,795,45,142.6
01.01.2024 16:43:27,0.8,17008,0.23,0.23,0.34,650.57,0.64,0.01,999,96,916.1
01.01.2024 16:43:28,90.83,17009,22.05,38.71,30.07,339.68,0.0,0.78,167,37,779.3
01.01.2024 16:43:29,57.99,17010,26.16,30.85,0.98,395.29,0.03,0.99,4,43,807.8
01.01.2024 16:43:30,25.04,17011,16.24,0.23,8.57,987.85,0.68,0.86,401,10,197.0
01.01.2024 16:43:31,72.52,17012,43.31,4.95,24.26,962.85,0.1,0.54,391,98,847.8
01.01.2024 16:43:32,10.0,17013,0.22,5.47,4.31,10.33,0.67,0.04,805,31,203.9
01.01.2024 16:43:33,80.98,17014,49.16,10.97,20.85,989.05,0.05,0.57,825,80,387.6
01.01.2024 16:43:34,22.42,17015,15.13,5.99,1.3,75.6,0.55,0.64,615,29,562.9
01.01.2024 16:43:35,6.27,17016,2.27,3.67,0.33,515.3,0.55,0.45,804,83,244.6
01.01.2024 16:43:36,54.49,17017,33.86,12.45,8.18,859.21,0.65,0.66,922,88,616.5
01.01.2024 16:43:37,72.18,17018,25.81,32.21,14.16,945.88,0.39,0.33,198,75,510.9
01.01.2024 16:43:38,39.77,17019,24.83,12.96,1.98,179.83,0.36,0.7,352,2,708.7
01.01.2024 16:43:39,84.04,17020,80.52,3.29,0.23,10.79,0.54,0.12,453,8,546.6
01.01.2024 16:43:40,71.9,17021,8.74,20.15,43.01,354.89,0.28,0.26,209,43,596.9
01.01.2024 16:43:41,59.31,17022,17.66,25.03,16.62,319.44,0.78,0.24,821,81,769.3
01.01.2024 16:43:42,27.02,17023,4.15,5.13,17.74,897.8,0.54,0.94,583,8,522.5
01.01.2024 16:43:43,86.61,17024,75.73,6.95,3.93,216.0,0.02,0.44,178,86,734.7
01.01.2024 16:43:44,41.41,17025,37.34,3.89,0.18,288.39,0.97,0.83,443,21,495.8
01.01.2024 16:43:45,11.18,17026,8.63,2.04,0.51,995.08,0.44,0.76,907,58,911.5
01.01.2024 16:43:46,49.45,17027,2.58,0.5,46.37,589.36,0.28,0.9,323,78,305.7
01.01.2024 16:43:47,40.77,17028,10.57,12.05,18.15,176.35,0.13,0.48,820,4,856.0
01.01.2024 16:43:48,51.04,17029,39.69,5.73,5.62,64.92,0.03,0.14,769,65,615.3
01.01.2024 16:43:49,64.49,17030,34.24,28.32,1.93,430.72,0.1,0.65,173,25,740.2
01.01.2024 16:43:50,83.17,17031,65.12,13.95,4.1,266.74,0.53,0.78,784,81,395.7
01.01.2024 16:43:51,47.98,17032,11.67,6.66,29.65,881.55,0.59,0.1,239,66,484.8
01.01.2024 16:43:52,59.71,17033,56.7,0.2,2.81,641.71,0.35,0.8,994,95,732.1
01.01.2024 16:43:53,96.44,17034,51.09,25.15,20.2,726.22,0.52,0.9,509,90,647.9
01.01.2024 16:43:54,5.15,17035,5.01,0.09,0.05,183.49,0.6,0.06,194,80,918.9
01.01.2024 16:43:55,19.3,17036,18.85,0.01,0.44,976.55,0.51,0.96,195,99,909.1
01.01.2024 16:43:56,23.46,17037,16.31,2.59,4.56,94.69,0.1,0.74,841,33,11.7
01.01.2024 16:43:57,51.13,17038,2.43,39.0,9.7,595.6,0.15,0.45,154,93,774.7
01.01.2024 16:43:58,50.2,17039,27.59,4.8,17.81,15.32,0.51,0.02,503,46,262.7
01.01.2024 16:43:59,54.5,17040,43.84,3.83,6.83,234.92,0.8,0.01,964,11,69.0
01.01.2024 16:44:00,44.45,17041,22.62,1.91,19.92,36.26,0.91,0.32,91,31,435.9
01.01.2024 16:44:01,71.36,17042,32.71,24.31,14.34,688.29,0.94,0.28,541,73,80.5
01.01.2024 16:44:02,21.99,17043,9.76,3.96,8.27,511.31,0.8,0.72,502,77,146.6
01.01.2024 16:44:03,2.3,17044,1.49,0.73,0.08,917.99,0.4,0.29,872,88,151.0
01.01.2024 16:44:04,26.72,17045,2.58,22.61,1.53,130.41,0.43,0.57,158,90,206.0
01.01.2024 16:44:05,0.68,17046,0.45,0.14,0.09,747.96,0.71,0.17,550,35,248.5
01.01.2024 16:44:06,76.51,17047,11.53,28.75,36.23,623.37,0.36,0.5,934,3,333.1
01.01.2024 16:44:07,74.61,17048,6.25,30.13,38.23,548.32,0.39,0.08,406,77,994.3
01.01.2024 16:44:08,9.75,17049,4.84,3.46,1.45,805.78,0.44,0.5,494,81,576.8
01.01.2024 16:44:09,9.5,17050,5.57,0.77,3.16,412.9,0.35,0.55,68,78,559.5
01.01.2024 16:44:10,70.37,17051,24.25,6.57,39.55,392.51,0.09,0.01,172,45,387.6
01.01.2024 16:44:11,38.21,17052,31.69,2.85,3.67,579.77,0.43,0.39,561,39,652.4
01.01.2024 16:44:12,42.45,17053,27.5,5.27,9.68,234.7,0.97,0.94,976,79,601.7
01.01.2024 16:44:13,3.17,17054,2.08,0.41,0.68,375.77,0.59,0.29,385,51,521.0
01.01.2024 16:44:14,59.23,17055,6.32,49.59,3.32,936.73,0.25,0.6,101,27,841.3
01.01.2024 16:44:15,74.97,17056,32.68,4.18,38.11,868.44,0.49,0.17,122,85,709.6
01.01.2024 16:44:16,43.33,17057,7.17,20.99,15.17,787.91,0.92,0.76,483,36,674.2
01.01.2024 16:44:17,27.7,17058,24.62,2.2,0.88,596.64,0.31,0.42,424,31,390.5
01.01.2024 16:44:18,63.66,17059,2.79,36.38,24.49,330.39,0.34,0.12,50,14,625.4
01.01.2024 16:44:19,97.73,17060,55.85,22.28,19.6,486.46,0.66,0.92,877,39,43.0
01.01.2024 16:44:20,22.37,17061,8.23,8.54,5.6,447.74,0.74,0.44,932,93,434.9
01.01.2024 16:44:21,30.36,17062,22.04,5.59,2.73,304.64,0.01,0.55,782,75,116.1
01.01.2024 16:44:22,47.62,17063,0.05,40.6,6.97,781.03,0.36,0.78,153,34,708.1
01.01.2024 16:44:23,13.72,17064,0.61,9.58,3.53,539.53,0.75,0.32,331,51,94.7
01.01.2024 16:44:24,97.22,17065,83.87,10.65,2.7,33.75,0.74,0.36,724,9,375.7
01.01.2024 16:44:25,71.43,17066,19.19,1.81,50.43,566.32,0.88,0.53,443,29,457.4
01.01.2024 16:44:26,76.41,17067,15.14,25.17,36.1,975.22,0.4,0.99,498,39,552.5
01.01.2024 16:44:27,2.11,17068,1.6,0.44,0.07,92.19,0.35,0.13,941,83,454.1
01.01.2024 16:44:28,83.33,17069,66.81,8.86,7.66,200.68,0.48,0.71,116,56,624.9
01.01.2024 16:44:29,59.18,17070,34.08,3.21,21.89,114.07,0.65,0.62,839,69,29.7
01.01.2024 16:44:30,79.61,17071,11.14,38.87,29.6,475.33,0.96,0.06,302,15,777.0
01.01.2024 16:44:31,60.88,17072,6.19,31.38,23.31,230.01,0.64,0.11,176,59,560.3
01.01.2024 16:44:32,17.54,17073,7.85,7.24,2.45,155.99,0.46,0.77,805,62,726.3
01.01.2024 16:44:33,18.96,17074,17.26,1.49,0.21,346.12,0.49,0.12,616,82,509.7
01.01.2024 16:44:34,61.06,17075,26.75,1.04,33.27,406.54,0.85,0.99,890,46,248.1
01.01.2024 16:44:35,96.93,17076,43.61,27.41,25.91,799.57,0.94,0.31,562,87,949.0
