Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,EL-Tank2,SoC,Leistung,Reichweite Elektroautos
PV-Anlage,11.03.2024 13:00:00,68.47,1694,9.25,54.37,4.85,651.24,1477.06,60.16,50,934,98,-1293.51,193.68
PV-Anlage,11.03.2024 14:00:00,35.72,1695,29.67,1.38,4.67,998.35,2735.53,76.27,26,133,74,-154.02,245.63
PV-Anlage,11.03.2024 15:00:00,0.05,1696,0.02,0.03,0.0,430.07,1033.17,43.44,86,842,51,1323.93,431.18
PV-Anlage,11.03.2024 16:00:00,61.1,1697,17.54,23.07,20.49,1367.8,2526.54,12.49,92,891,62,74.28,422.56
PV-Anlage,11.03.2024 17:00:00,76.37,1698,38.53,6.65,31.19,1683.68,2655.33,39.41,92,615,61,-548.43,310.18
PV-Anlage,11.03.2024 18:00:00,79.73,1699,37.38,27.65,14.7,773.18,3095.47,25.41,13,932,39,-60.12,414.91
PV-Anlage,11.03.2024 19:00:00,76.73,1700,62.31,2.07,12.35,736.38,337.16,38.11,82,899,51,63.13,132.32
PV-Anlage,11.03.2024 20:00:00,2.96,1701,0.36,1.27,1.33,1425.18,264.38,73.77,53,807,87,1739.03,223.29
PV-Anlage,11.03.2024 21:00:00,90.14,1702,67.61,0.58,21.95,1298.26,720.11,75.96,73,486,62,-263.16,126.82
PV-Anlage,11.03.2024 22:00:00,12.35,1703,11.26,1.04,0.05,1441.93,2499.88,80.74,43,413,35,-554.1,152.39
PV-Anlage,11.03.2024 23:00:00,39.81,1704,8.75,6.38,24.68,121.19,3527.06,67.81,70,392,66,-1516.71,154.39
PV-Anlage,12.03.2024 00:00:00,8.23,1705,6.54,0.25,1.44,220.38,1062.57,36.59,63,992,71,-730.24,82.24
PV-Anlage,12.03.2024 01:00:00,39.24,1706,5.67,27.79,5.78,1591.14,2231.62,68.41,73,89,95,-452.56,436.03
PV-Anlage,12.03.2024 02:00:00,16.0,1707,10.15,1.44,4.41,328.74,1524.31,31.86,97,75,93,1630.64,227.11
PV-Anlage,12.03.2024 03:00:00,78.64,1708,35.88,34.48,8.28,273.29,1530.46,84.79,35,97,96,-319.33,247.84
PV-Anlage,12.03.2024 04:00:00,32.64,1709,11.08,8.03,13.53,1387.08,2752.96,17.28,39,958,41,-1799.74,433.36
PV-Anlage,12.03.2024 05:00:00,19.03,1710,9.78,4.46,4.79,881.23,1446.59,6.59,14,143,99,-1479.26,364.74
PV-Anlage,12.03.2024 06:00:00,0.88,1711,0.42,0.4,0.06,936.73,1587.18,15.5,54,985,0,1129.94,57.11
PV-Anlage,12.03.2024 07:00:00,97.68,1712,41.28,23.34,33.06,135.03,3913.46,96.53,73,452,77,1187.88,264.59
PV-Anlage,12.03.2024 08:00:00,54.88,1713,9.46,26.88,18.54,1464.6,3895.7,56.84,66,199,69,-193.74,144.68
PV-Anlage,12.03.2024 09:00:00,92.01,1714,17.17,17.09,57.75,45.94,2518.3,13.32,90,166,1,-1489.66,156.57
PV-Anlage,12.03.2024 10:00:00,53.53,1715,31.22,16.7,5.61,106.86,3363.18,24.12,39,400,68,-524.03,117.8
PV-Anlage,12.03.2024 11:00:00,79.21,1716,22.16,46.39,10.66,188.01,3794.59,67.16,64,818,83,-1481.27,130.91
PV-Anlage,12.03.2024 12:00:00,97.36,1717,14.75,79.12,3.49,14.56,701.71,30.35,76,904,90,521.96,276.19
PV-Anlage,12.03.2024 13:00:00,21.25,1718,5.92,2.72,12.61,613.55,2530.39,25.92,44,28,26,526.69,118.82
PV-Anlage,12.03.2024 14:00:00,26.03,1719,3.23,16.95,5.85,1975.95,3734.1,93.55,58,194,1,1894.17,162.78
PV-Anlage,12.03.2024 15:00:00,38.43,1720,20.11,13.3,5.02,1417.07,3963.6,81.88,99,868,74,-1831.07,357.73
PV-Anlage,12.03.2024 16:00:00,80.42,1721,20.24,35.51,24.67,453.87,140.66,66.24,19,905,41,1664.34,472.71
PV-Anlage,12.03.2024 17:00:00,66.75,1722,13.14,51.7,1.91,324.1,831.93,17.05,28,944,42,-1536.43,89.56
PV-Anlage,12.03.2024 18:00:00,57.39,1723,50.27,2.64,4.48,1919.35,654.22,50.48,52,370,68,327.11,134.16
PV-Anlage,12.03.2024 19:00:00,57.58,1724,19.62,28.57,9.39,958.61,2238.65,71.76,27,723,80,-1126.52,94.16
PV-Anlage,12.03.2024 20:00:00,67.65,1725,16.95,23.75,26.95,1364.87,945.05,25.56,44,658,10,363.6,226.19
PV-Anlage,12.03.2024 21:00:00,68.47,1726,18.9,42.05,7.52,95.55,3101.55,43.13,48,378,54,1619.38,348.6
PV-Anlage,12.03.2024 22:00:00,93.82,1727,64.59,22.56,6.67,763.74,1205.08,27.29,29,370,14,-27.93,498.4
PV-Anlage,12.03.2024 23:00:00,0.64,1728,0.01,0.61,0.02,1264.01,2993.07,9.43,43,545,37,1523.01,120.95
PV-Anlage,13.03.2024 00:00:00,9.54,1729,1.26,8.12,0.16,556.04,2681.27,51.94,89,188,100,-263.23,305.29
PV-Anlage,13.03.2024 01:00:00,20.55,1730,4.91,12.76,2.88,207.82,2979.42,96.04,21,273,29,1967.46,381.53
PV-Anlage,13.03.2024 02:00:00,58.9,1731,10.81,12.87,35.22,1937.21,1890.69,19.76,8,324,78,-1778.89,259.19
PV-Anlage,13.03.2024 03:00:00,74.31,1732,44.12,28.16,2.03,67.97,579.86,62.73,100,457,84,-1223.27,286.57
PV-Anlage,13.03.2024 04:00:00,94.6,1733,70.11,2.25,22.24,1628.45,951.19,68.91,93,807,95,1435.32,106.04
PV-Anlage,13.03.2024 05:00:00,24.84,1734,8.4,10.83,5.61,93.87,2626.7,68.74,48,45,100,1524.82,182.61
PV-Anlage,13.03.2024 06:00:00,74.54,1735,46.62,10.72,17.2,1958.07,3015.04,99.39,64,654,21,-1250.55,122.61
PV-Anlage,13.03.2024 07:00:00,30.48,1736,27.65,0.6,2.23,802.11,615.55,65.29,83,553,51,-452.17,74.3
PV-Anlage,13.03.2024 08:00:00,4.64,1737,4.37,0.13,0.14,1959.65,1508.09,24.29,19,683,61,643.4,107.27
PV-Anlage,13.03.2024 09:00:00,71.66,1738,19.39,16.95,35.32,991.85,3805.49,28.02,61,244,60,75.33,69.92
PV-Anlage,13.03.2024 10:00:00,10.83,1739,6.24,0.69,3.9,127.11,2438.63,50.68,10,742,63,1942.25,410.95
PV-Anlage,13.03.2024 11:00:00,4.21,1740,0.84,1.45,1.92,663.97,1333.38,57.63,30,540,25,-1216.36,127.96
PV-Anlage,13.03.2024 12:00:00,58.97,1741,30.95,12.36,15.66,941.86,1792.43,98.32,58,88,3,164.58,435.75
PV-Anlage,13.03.2024 13:00:00,54.29,1742,48.66,3.61,2.02,654.17,3770.72,16.39,100,841,64,-989.92,156.62
PV-Anlage,13.03.2024 14:00:00,33.24,1743,20.0,4.15,9.09,784.6,3917.71,40.62,89,246,58,859.73,281.22
PV-Anlage,13.03.2024 15:00:00,69.6,1744,51.52,8.76,9.32,1605.7,3161.2,33.58,94,873,25,592.3,162.35
PV-Anlage,13.03.2024 16:00:00,1.46,1745,0.62,0.67,0.17,1510.56,913.7,9.75,46,527,46,-986.17,467.3
PV-Anlage,13.03.2024 17:00:00,83.14,1746,11.68,30.37,41.09,1943.73,553.32,46.69,32,932,55,-471.84,148.1
PV-Anlage,13.03.2024 18:00:00,26.98,1747,19.27,5.04,2.67,40.64,3059.51,40.48,52,746,21,376.48,152.57
PV-Anlage,13.03.2024 19:00:00,77.95,1748,9.72,63.75,4.48,627.41,2093.63,40.64,20,731,2,-1261.66,361.4
PV-Anlage,13.03.2024 20:00:00,82.4,1749,65.29,1.58,15.53,961.55,1465.21,52.89,21,813,78,-1001.0,128.85
PV-Anlage,13.03.2024 21:00:00,37.31,1750,16.7,13.72,6.89,73.52,2184.19,23.4,35,3,37,-9.89,373.26
PV-Anlage,13.03.2024 22:00:00,58.25,1751,15.81,29.08,13.36,1035.16,200.27,98.64,86,458,88,382.64,466.65
PV-Anlage,13.03.2024 23:00:00,19.43,1752,2.65,8.89,7.89,485.95,1981.8,63.45,2,865,59,1462.23,376.74
PV-Anlage,14.03.2024 00:00:00,65.16,1753,10.73,38.6,15.83,346.01,2056.04,87.63,71,778,12,1261.64,334.54
PV-Anlage,14.03.2024 01:00:00,31.54,1754,24.42,1.79,5.33,413.32,1688.73,0.95,11,16,45,125.94,289.55
PV-Anlage,14.03.2024 02:00:00,47.67,1755,3.07,13.16,31.44,1779.92,1937.61,72.06,1,966,77,1471.11,106.78
PV-Anlage,14.03.2024 03:00:00,92.85,1756,45.29,41.17,6.39,504.26,3650.73,97.52,66,824,91,918.24,377.89
PV-Anlage,14.03.2024 04:00:00,65.7,1757,32.34,17.7,15.66,879.98,1274.81,39.61,14,237,54,290.46,405.69
PV-Anlage,14.03.2024 05:00:00,19.8,1758,13.06,4.98,1.76,1538.73,2509.92,17.34,41,681,58,-30.73,322.85
PV-Anlage,14.03.2024 06:00:00,58.99,1759,54.9,0.7,3.39,228.76,3395.6,38.83,80,468,59,469.37,98.68
PV-Anlage,14.03.2024 07:00:00,46.56,1760,42.0,0.39,4.17,1155.03,1001.83,3.56,13,60,23,-1567.85,268.93
PV-Anlage,14.03.2024 08:00:00,8.98,1761,7.49,0.7,0.79,1077.92,1083.55,78.01,79,154,55,-952.73,498.81
PV-Anlage,14.03.2024 09:00:00,12.81,1762,9.46,3.13,0.22,1562.91,2123.54,1.25,68,696,19,-508.68,475.36
PV-Anlage,14.03.2024 10:00:00,77.4,1763,61.02,2.5,13.88,1856.04,92.1,28.88,63,661,97,-682.6,199.44
PV-Anlage,14.03.2024 11:00:00,90.65,1764,13.46,62.17,15.02,21.68,1571.12,81.44,9,355,22,1389.34,64.82
PV-Anlage,14.03.2024 12:00:00,7.65,1765,3.37,3.5,0.78,850.37,656.53,86.42,25,975,24,-1724.0,268.32
PV-Anlage,14.03.2024 13:00:00,98.46,1766,18.64,13.22,66.6,1586.58,2409.05,71.11,76,896,2,1375.73,297.85
PV-Anlage,14.03.2024 14:00:00,18.57,1767,12.54,5.17,0.86,511.63,2914.7,94.47,16,161,4,1736.2,78.93
PV-Anlage,14.03.2024 15:00:00,32.31,1768,7.03,20.82,4.46,1163.36,2405.79,15.69,22,464,99,1709.71,93.01
PV-Anlage,14.03.2024 16:00:00,7.54,1769,0.16,0.58,6.8,785.4,2425.87,32.03,61,35,54,-243.8,256.07
PV-Anlage,14.03.2024 17:00:00,14.93,1770,11.2,2.7,1.03,1190.36,2756.11,59.82,95,840,61,412.41,80.86
PV-Anlage,14.03.2024 18:00:00,30.32,1771,4.31,20.05,5.96,1886.86,3413.18,22.49,11,466,91,497.53,450.62
PV-Anlage,14.03.2024 19:00:00,93.49,1772,64.6,8.46,20.43,540.8,421.64,27.11,26,13,72,589.62,256.95
PV-Anlage,14.03.2024 20:00:00,84.7,1773,61.48,13.29,9.93,994.05,376.76,66.45,17,495,16,-280.04,494.67
PV-Anlage,14.03.2024 21:00:00,95.63,1774,23.61,68.77,3.25,1162.33,2045.77,53.36,30,336,87,1322.57,306.77
PV-Anlage,14.03.2024 22:00:00,13.51,1775,8.71,1.12,3.68,1246.29,2432.01,56.42,48,937,52,1146.02,386.81
PV-Anlage,14.03.2024 23:00:00,76.76,1776,63.96,10.18,2.62,754.39,109.21,77.19,70,858,1,-1651.72,174.02
PV-Anlage,15.03.2024 00:00:00,50.73,1777,18.08,28.81,3.84,965.87,1043.75,14.28,50,806,34,1085.87,268.82
PV-Anlage,15.03.2024 01:00:00,39.31,1778,9.05,12.76,17.5,1810.98,3985.56,86.13,41,720,84,876.97,322.58
PV-Anlage,15.03.2024 02:00:00,12.62,1779,11.37,0.66,0.59,1434.79,572.29,30.91,47,122,50,1284.6,407.79
PV-Anlage,15.03.2024 03:00:00,19.7,1780,7.99,3.99,7.72,841.95,801.48,77.6,87,903,59,-939.87,213.57
PV-Anlage,15.03.2024 04:00:00,69.19,1781,59.47,2.1,7.62,1358.41,972.28,14.27,14,329,24,196.7,469.64
PV-Anlage,15.03.2024 05:00:00,57.18,1782,7.0,37.79,12.39,906.59,1306.47,52.11,27,299,27,311.28,467.14
PV-Anlage,15.03.2024 06:00:00,19.95,1783,0.55,10.82,8.58,966.58,308.2,67.45,41,144,70,-299.62,70.07
PV-Anlage,15.03.2024 07:00:00,13.05,1784,1.06,1.13,10.86,749.03,167.09,89.09,83,832,18,-63.15,212.26
PV-Anlage,15.03.2024 08:00:00,37.4,1785,23.52,1.39,12.49,640.35,2074.31,99.15,71,68,34,-1132.04,157.33
PV-Anlage,15.03.2024 09:00:00,44.61,1786,14.32,9.03,21.26,20.79,2869.9,39.89,63,170,95,-1198.8,489.96
PV-Anlage,15.03.2024 10:00:00,35.91,1787,8.38,1.11,26.42,1567.1,1240.62,66.61,57,393,98,875.4,421.74
PV-Anlage,15.03.2024 11:00:00,47.03,1788,24.17,6.56,16.3,1638.99,3108.58,90.23,84,101,18,1476.58,438.05
PV-Anlage,15.03.2024 12:00:00,64.63,1789,18.83,16.51,29.29,873.03,942.13,47.43,93,826,31,1662.74,158.78
PV-Anlage,15.03.2024 13:00:00,18.2,1790,5.08,10.81,2.31,1570.14,389.53,2.64,55,202,16,163.12,63.21
PV-Anlage,15.03.2024 14:00:00,40.35,1791,8.7,10.3,21.35,825.19,1150.21,85.52,87,102,5,1698.79,229.67
PV-Anlage,15.03.2024 15:00:00,78.08,1792,50.8,12.12,15.16,1108.7,3397.46,31.17,51,682,67,-1488.78,162.58
PV-Anlage,15.03.2024 16:00:00,84.39,1793,27.76,2.29,54.34,1379.72,2248.17,43.27,64,77,50,680.82,147.2
PV-Anlage,15.03.2024 17:00:00,91.33,1794,78.72,1.3,11.31,326.72,304.66,80.83,0,967,76,1530.77,64.36
PV-Anlage,15.03.2024 18:00:00,39.83,1795,16.25,17.79,5.79,1976.76,1727.2,33.0,34,407,21,-1455.99,204.21
PV-Anlage,15.03.2024 19:00:00,91.04,1796,7.1,37.29,46.65,1639.21,3491.73,96.8,14,782,46,-626.89,52.08
PV-Anlage,15.03.2024 20:00:00,76.95,1797,44.27,13.28,19.4,1094.72,3496.45,4.4,5,107,36,-43.89,159.48
PV-Anlage,15.03.2024 21:00:00,79.93,1798,7.11,8.04,64.78,720.91,3610.57,26.45,100,980,85,1701.49,368.5
PV-Anlage,15.03.2024 22:00:00,30.47,1799,7.4,0.95,22.12,1857.29,3672.11,20.24,89,201,84,1751.84,178.23
PV-Anlage,15.03.2024 23:00:00,8.53,1800,6.96,0.57,1.0,194.06,2842.22,36.0,81,383,34,-582.8,451.64
PV-Anlage,16.03.2024 00:00:00,28.08,1801,6.69,0.97,20.42,1363.67,954.05,4.4,37,581,59,-442.26,408.82
PV-Anlage,16.03.2024 01:00:00,75.05,1802,36.97,19.29,18.79,1633.28,3562.07,50.89,70,28,35,264.85,286.97
PV-Anlage,16.03.2024 02:00:00,22.72,1803,9.29,3.07,10.36,679.67,3151.78,5.95,84,498,45,-466.01,387.76
PV-Anlage,16.03.2024 03:00:00,75.81,1804,9.14,14.22,52.45,1357.98,1235.07,1.18,77,913,56,-1879.63,317.79
PV-Anlage,16.03.2024 04:00:00,42.4,1805,1.89,15.38,25.13,145.13,64.34,89.2,83,847,79,-1306.06,60.1
PV-Anlage,16.03.2024 05:00:00,36.29,1806,25.65,1.99,8.65,559.69,1131.35,10.93,38,477,2,-1428.0,86.01
PV-Anlage,16.03.2024 06:00:00,1.84,1807,0.31,1.18,0.35,671.2,1544.92,66.52,27,613,7,-1714.26,69.85
PV-Anlage,16.03.2024 07:00:00,70.91,1808,29.76,33.71,7.44,1618.41,989.58,51.63,30,930,18,-920.23,263.37
PV-Anlage,16.03.2024 08:00:00,94.97,1809,40.5,45.04,9.43,183.33,3617.85,86.34,85,214,18,-163.26,496.16
PV-Anlage,16.03.2024 09:00:00,20.12,1810,10.62,5.86,3.64,1689.5,1694.66,56.59,96,442,68,1126.87,480.3
PV-Anlage,16.03.2024 10:00:00,63.77,1811,27.59,16.38,19.8,77.98,2722.81,48.05,9,7,74,779.28,464.57
PV-Anlage,16.03.2024 11:00:00,22.16,1812,0.23,1.92,20.01,499.69,1840.35,38.07,88,984,6,-480.58,454.53
PV-Anlage,16.03.2024 12:00:00,15.53,1813,9.24,4.05,2.24,1787.11,1403.06,80.38,26,277,21,1402.18,473.39
PV-Anlage,16.03.2024 13:00:00,38.6,1814,32.77,1.24,4.59,134.19,2088.29,35.64,73,591,76,-1888.46,70.49
PV-Anlage,16.03.2024 14:00:00,93.95,1815,68.66,16.79,8.5,1178.56,241.0,51.26,62,106,82,-1490.46,168.35
PV-Anlage,16.03.2024 15:00:00,75.71,1816,18.93,19.33,37.45,1793.84,3326.08,19.4,74,854,29,1228.97,485.43
PV-Anlage,16.03.2024 16:00:00,55.86,1817,24.28,13.78,17.8,1137.17,966.54,59.92,85,431,32,-89.81,79.13
PV-Anlage,16.03.2024 17:00:00,66.63,1818,29.72,31.37,5.54,37.12,808.25,61.19,83,526,37,90.95,140.19
PV-Anlage,16.03.2024 18:00:00,90.76,1819,3.0,70.65,17.11,213.65,3340.84,20.03,27,855,55,-1364.0,70.55
PV-Anlage,16.03.2024 19:00:00,78.22,1820,14.65,29.59,33.98,809.67,2597.43,10.82,62,797,47,1106.99,378.06
PV-Anlage,16.03.2024 20:00:00,6.01,1821,5.69,0.05,0.27,510.12,3268.21,94.09,83,852,55,693.46,196.51
PV-Anlage,16.03.2024 21:00:00,95.49,1822,28.14,2.13,65.22,1657.41,3384.37,94.46,18,691,1,150.6,108.99
PV-Anlage,16.03.2024 22:00:00,80.62,1823,67.74,8.81,4.07,72.62,1308.61,64.33,63,81,47,1352.81,123.89
PV-Anlage,16.03.2024 23:00:00,78.28,1824,76.6,0.39,1.29,795.83,3223.71,56.5,97,984,72,515.67,65.57
PV-Anlage,17.03.2024 00:00:00,75.92,1825,72.61,0.56,2.75,477.11,234.66,65.85,64,929,44,1278.72,121.46
PV-Anlage,17.03.2024 01:00:00,66.11,1826,5.64,24.73,35.74,1192.08,413.31,65.47,79,331,70,-436.51,314.52
PV-Anlage,17.03.2024 02:00:00,92.99,1827,80.03,12.33,0.63,650.03,1790.62,99.34,90,730,41,-1491.95,51.92
PV-Anlage,17.03.2024 03:00:00,12.56,1828,2.37,9.08,1.11,978.12,1881.11,26.25,84,336,91,-357.48,378.07
PV-Anlage,17.03.2024 04:00:00,48.67,1829,12.29,14.79,21.59,30.24,70.91,36.22,2,923,95,-1795.59,408.46
PV-Anlage,17.03.2024 05:00:00,52.52,1830,18.72,24.18,9.62,929.94,3277.28,36.77,70,462,43,-1734.58,198.47
PV-Anlage,17.03.2024 06:00:00,83.98,1831,59.83,21.18,2.97,1810.0,546.5,25.73,67,936,59,1790.94,219.91
PV-Anlage,17.03.2024 07:00:00,58.71,1832,27.21,23.15,8.35,1413.19,1609.49,94.92,37,686,40,358.08,450.11
PV-Anlage,17.03.2024 08:00:00,44.28,1833,19.19,17.75,7.34,783.14,2265.13,29.95,19,362,49,322.08,264.13
PV-Anlage,17.03.2024 09:00:00,83.21,1834,78.75,1.68,2.78,1278.91,3161.62,97.09,99,504,40,1135.32,54.23
PV-Anlage,17.03.2024 10:00:00,73.54,1835,5.33,65.49,2.72,1220.57,2850.02,84.02,100,291,37,-509.66,147.58
PV-Anlage,17.03.2024 11:00:00,32.27,1836,30.04,0.24,1.99,246.84,2315.66,68.2,80,327,0,1329.33,332.7
PV-Anlage,17.03.2024 12:00:00,14.14,1837,1.84,10.64,1.66,47.08,2819.19,78.22,60,712,20,660.26,438.39
PV-Anlage,17.03.2024 13:00:00,76.73,1838,5.75,7.01,63.97,1499.47,1760.79,88.68,43,592,97,1512.78,463.28
PV-Anlage,17.03.2024 14:00:00,28.21,1839,15.47,7.64,5.1,906.61,3376.37,37.47,20,977,88,-1119.18,314.44
PV-Anlage,17.03.2024 15:00:00,48.06,1840,22.38,8.25,17.43,133.76,2696.91,20.59,43,159,30,-1633.65,176.05
PV-Anlage,17.03.2024 16:00:00,13.08,1841,8.59,1.78,2.71,1182.2,3625.11,96.76,18,365,20,-313.05,115.33
PV-Anlage,17.03.2024 17:00:00,86.88,1842,71.87,6.23,8.78,1862.65,3046.26,8.58,78,89,21,-1065.23,130.28
PV-Anlage,17.03.2024 18:00:00,90.16,1843,6.44,32.92,50.8,1936.33,1927.64,34.64,79,493,53,578.53,252.4
PV-Anlage,17.03.2024 19:00:00,89.22,1844,47.15,22.82,19.25,770.0,1277.2,77.31,46,133,83,271.93,448.58
PV-Anlage,17.03.2024 20:00:00,23.18,1845,18.2,0.6,4.38,1329.97,2013.75,46.58,81,216,5,-621.3,215.2
PV-Anlage,17.03.2024 21:00:00,47.99,1846,20.77,26.7,0.52,1917.31,2390.57,20.79,17,114,57,-1807.0,191.61
PV-Anlage,17.03.2024 22:00:00,23.97,1847,10.86,8.65,4.46,863.43,1215.33,70.3,29,579,77,-649.23,466.54
PV-Anlage,17.03.2024 23:00:00,1.4,1848,1.17,0.15,0.08,1142.65,3238.48,44.4,67,996,4,-576.24,486.51
PV-Anlage,18.03.2024 00:00:00,18.35,1849,16.61,0.55,1.19,612.98,3471.39,87.56,53,684,36,1303.16,235.05
PV-Anlage,18.03.2024 01:00:00,45.54,1850,21.51,23.73,0.3,1602.31,1355.34,43.66,33,316,70,555.22,87.04
PV-Anlage,18.03.2024 02:00:00,26.85,1851,5.92,1.23,19.7,968.41,1647.79,78.61,46,363,52,-1400.85,298.69
PV-Anlage,18.03.2024 03:00:00,76.51,1852,74.38,0.65,1.48,1261.84,1171.52,89.91,73,325,44,1908.94,301.56
PV-Anlage,18.03.2024 04:00:00,42.68,1853,11.55,26.26,4.87,965.59,3624.88,79.02,34,676,58,-777.32,404.95
PV-Anlage,18.03.2024 05:00:00,72.69,1854,16.46,11.62,44.61,1209.66,3912.27,38.65,49,41,19,768.2,476.81
PV-Anlage,18.03.2024 06:00:00,90.19,1855,32.7,42.65,14.84,1458.78,269.69,33.55,67,408,12,-1312.78,223.22
PV-Anlage,18.03.2024 07:00:00,65.41,1856,54.17,3.98,7.26,245.2,3155.71,96.98,92,294,88,812.71,284.39
PV-Anlage,18.03.2024 08:00:00,31.05,1857,25.63,4.29,1.13,1948.58,3605.78,88.99,35,360,49,369.81,298.46
PV-Anlage,18.03.2024 09:00:00,6.96,1858,1.66,1.76,3.54,718.63,1052.15,80.22,78,697,76,469.74,256.59
PV-Anlage,18.03.2024 10:00:00,93.31,1859,72.74,16.61,3.96,1924.01,2971.58,14.13,19,140,4,609.95,317.63
PV-Anlage,18.03.2024 11:00:00,31.06,1860,11.23,1.96,17.87,155.71,2428.65,84.77,30,460,87,1892.21,181.12
PV-Anlage,18.03.2024 12:00:00,35.19,1861,27.36,1.08,6.75,391.7,1929.7,33.12,3,120,20,-482.5,124.52
PV-Anlage,18.03.2024 13:00:00,7.59,1862,1.25,1.73,4.61,379.55,1120.31,2.38,81,54,3,1413.44,188.75
PV-Anlage,18.03.2024 14:00:00,93.8,1863,7.52,26.52,59.76,1171.73,3374.9,37.85,89,371,32,-1744.68,167.26
PV-Anlage,18.03.2024 15:00:00,73.01,1864,40.85,18.52,13.64,1681.43,2816.42,89.44,5,229,36,1124.94,490.68
PV-Anlage,18.03.2024 16:00:00,20.41,1865,19.4,0.71,0.3,796.15,2878.05,98.14,30,569,99,1977.46,293.48
PV-Anlage,18.03.2024 17:00:00,3.92,1866,1.38,1.32,1.22,1016.92,2747.86,2.05,72,703,33,1359.49,74.65
PV-Anlage,18.03.2024 18:00:00,87.26,1867,0.77,23.88,62.61,1175.73,3986.74,20.19,84,71,48,-356.2,103.66
PV-Anlage,18.03.2024 19:00:00,43.89,1868,27.71,2.55,13.63,1065.06,3314.39,26.07,63,838,68,-1746.33,234.98
PV-Anlage,18.03.2024 20:00:00,30.84,1869,23.16,5.38,2.3,583.87,965.5,32.51,23,381,88,-651.69,194.23
PV-Anlage,18.03.2024 21:00:00,7.69,1870,5.92,0.22,1.55,1039.67,2320.96,65.86,10,30,58,127.28,441.81
PV-Anlage,18.03.2024 22:00:00,0.89,1871,0.83,0.05,0.01,372.05,3654.36,57.28,15,259,26,-131.18,232.86
PV-Anlage,18.03.2024 23:00:00,34.85,1872,28.13,5.56,1.16,730.61,2827.11,26.9,76,727,79,-1422.56,249.31
PV-Anlage,19.03.2024 00:00:00,10.2,1873,9.24,0.13,0.83,93.52,1016.39,9.78,100,342,29,-135.64,188.3
PV-Anlage,19.03.2024 01:00:00,79.24,1874,24.46,45.69,9.09,746.97,2215.7,81.04,4,848,43,48.73,374.82
PV-Anlage,19.03.2024 02:00:00,45.51,1875,8.26,0.54,36.71,1975.57,3632.98,0.32,82,668,11,-838.41,162.38
PV-Anlage,19.03.2024 03:00:00,65.33,1876,54.37,2.97,7.99,601.39,2369.29,15.56,36,910,81,163.98,134.53
PV-Anlage,19.03.2024 04:00:00,89.62,1877,79.89,6.05,3.68,226.76,3346.28,55.01,31,643,77,-1854.1,401.39
PV-Anlage,19.03.2024 05:00:00,47.72,1878,28.58,9.98,9.16,44.73,2629.89,94.61,33,353,51,704.53,452.29
PV-Anlage,19.03.2024 06:00:00,7.83,1879,5.08,1.69,1.06,690.65,851.8,87.05,66,929,38,-932.85,397.58
PV-Anlage,19.03.2024 07:00:00,37.04,1880,25.68,8.21,3.15,1505.88,1928.31,68.05,15,230,80,-236.91,189.12
PV-Anlage,19.03.2024 08:00:00,1.23,1881,0.08,0.39,0.76,866.62,620.43,46.41,13,412,30,1304.18,216.97
PV-Anlage,19.03.2024 09:00:00,68.65,1882,11.17,52.69,4.79,515.8,2923.91,23.27,68,270,90,1573.4,111.02
PV-Anlage,19.03.2024 10:00:00,38.96,1883,30.02,4.6,4.34,758.61,2269.68,27.69,6,167,69,105.33,277.91
PV-Anlage,19.03.2024 11:00:00,8.44,1884,5.92,2.26,0.26,889.94,1953.27,45.83,90,928,49,-377.25,381.0
PV-Anlage,19.03.2024 12:00:00,76.68,1885,27.41,0.5,48.77,1245.91,2484.4,86.08,92,147,59,285.01,420.39
PV-Anlage,19.03.2024 13:00:00,90.36,1886,0.07,36.46,53.83,115.5,644.09,4.55,8,58,43,1427.42,98.73
PV-Anlage,19.03.2024 14:00:00,37.24,1887,2.26,1.88,33.1,1450.57,2456.02,99.36,69,220,83,1781.66,256.35
PV-Anlage,19.03.2024 15:00:00,66.78,1888,54.29,2.74,9.75,619.69,3054.78,12.77,42,137,96,-1208.05,155.01
PV-Anlage,19.03.2024 16:00:00,2.8,1889,2.16,0.6,0.04,9.06,3363.27,96.53,90,397,88,-873.24,161.05
PV-Anlage,19.03.2024 17:00:00,15.47,1890,6.51,0.02,8.94,1590.49,1660.95,11.48,14,591,73,-113.09,104.32
PV-Anlage,19.03.2024 18:00:00,70.83,1891,31.31,13.7,25.82,1743.61,2835.99,6.49,73,830,76,1577.22,169.47
PV-Anlage,19.03.2024 19:00:00,45.45,1892,30.48,7.83,7.14,1603.4,1833.99,80.74,97,360,9,1338.84,403.73
PV-Anlage,19.03.2024 20:00:00,99.28,1893,68.94,8.46,21.88,1299.49,3271.49,68.86,43,711,4,-1554.07,395.22
PV-Anlage,19.03.2024 21:00:00,81.21,1894,58.71,15.02,7.48,1008.53,2102.93,15.02,59,203,43,-1510.19,164.83
PV-Anlage,19.03.2024 22:00:00,26.37,1895,14.87,7.4,4.1,330.14,1799.64,66.73,35,762,7,1915.32,186.38
PV-Anlage,19.03.2024 23:00:00,93.21,1896,66.34,17.98,8.89,1508.51,3933.59,33.0,62,840,68,499.28,170.74
